,m_gene,m_metabolites,m_reaction,m_subsystem,u_uniprot_acc
688,PLCD3,"['h2o_c', 'h_c', 'pail4p_hs_16_0_16_0_c', 'mi14p_c', 'dag_hs_16_0_16_0_c']",PI4PLC_16_0_16_0,platelet metabolism,Q8N3E9
689,PLCD3,"['h2o_c', 'h_c', 'mi1p__D_c', 'pail_hs_16_0_16_0_c', 'dag_hs_16_0_16_0_c']",PIPLC_16_0_16_0,platelet metabolism,Q8N3E9
690,PLCH2,"['h2o_c', 'pail45p_hs_18_2_18_2_c', 'mi145p_c', 'h_c', 'dag_hs_18_2_18_2_c']",PI45PLC_18_2_18_2,platelet metabolism,O75038
691,PLCH2,"['h2o_c', 'dag_hs_18_2_18_2_c', 'mi14p_c', 'h_c', 'pail4p_hs_18_2_18_2_c']",PI4PLC_18_2_18_2,platelet metabolism,O75038
692,PLCH2,"['h2o_c', 'dag_hs_18_2_18_2_c', 'mi1p__D_c', 'h_c', 'pail_hs_18_2_18_2_c']",PIPLC_18_2_18_2,platelet metabolism,O75038
693,PLCH2,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_20_4_c', 'h_c', 'pail45p_hs_18_1_20_4_c']",PI45PLC_18_1_20_4,platelet metabolism,O75038
694,PLCH2,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail4p_hs_18_1_20_4_c', 'mi14p_c']",PI4PLC_18_1_20_4,platelet metabolism,O75038
695,PLCH2,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail_hs_18_1_20_4_c', 'mi1p__D_c']",PIPLC_18_1_20_4,platelet metabolism,O75038
696,PLCH2,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_18_2_c', 'h_c', 'pail45p_hs_18_1_18_2_c']",PI45PLC_18_1_18_2,platelet metabolism,O75038
697,PLCH2,"['h2o_c', 'h_c', 'pail4p_hs_18_1_18_2_c', 'mi14p_c', 'dag_hs_18_1_18_2_c']",PI4PLC_18_1_18_2,platelet metabolism,O75038
698,PLCH2,"['h2o_c', 'h_c', 'dag_hs_18_1_18_2_c', 'mi1p__D_c', 'pail_hs_18_1_18_2_c']",PIPLC_18_1_18_2,platelet metabolism,O75038
699,PLCH2,"['pail45p_hs_18_1_18_1_c', 'h2o_c', 'dag_hs_18_1_18_1_c', 'h_c', 'mi145p_c']",PI45PLC_18_1_18_1,platelet metabolism,O75038
700,PLCH2,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi14p_c', 'pail4p_hs_18_1_18_1_c']",PI4PLC_18_1_18_1,platelet metabolism,O75038
701,PLCH2,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi1p__D_c', 'pail_hs_18_1_18_1_c']",PIPLC_18_1_18_1,platelet metabolism,O75038
702,PLCH2,"['h2o_c', 'mi145p_c', 'pail45p_hs_18_0_20_4_c', 'h_c', 'dag_hs_18_0_20_4_c']",PI45PLC_18_0_20_4,platelet metabolism,O75038
703,PLCH2,"['h2o_c', 'h_c', 'pail4p_hs_18_0_20_4_c', 'mi14p_c', 'dag_hs_18_0_20_4_c']",PI4PLC_18_0_20_4,platelet metabolism,O75038
704,PLCH2,"['h2o_c', 'pail_hs_18_0_20_4_c', 'mi1p__D_c', 'h_c', 'dag_hs_18_0_20_4_c']",PIPLC_18_0_20_4,platelet metabolism,O75038
705,PLCH2,"['h2o_c', 'h_c', 'mi145p_c', 'pail45p_hs_18_0_18_2_c', 'dag_hs_18_0_18_2_c']",PI45PLC_18_0_18_2,platelet metabolism,O75038
706,PLCH2,"['pail4p_hs_18_0_18_2_c', 'h_c', 'mi14p_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",PI4PLC_18_0_18_2,platelet metabolism,O75038
707,PLCH2,"['pail_hs_18_0_18_2_c', 'h_c', 'mi1p__D_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",PIPLC_18_0_18_2,platelet metabolism,O75038
708,PLCH2,"['h2o_c', 'mi145p_c', 'pail45p_hs_18_0_18_1_c', 'h_c', 'dag_hs_18_0_18_1_c']",PI45PLC_18_0_18_1,platelet metabolism,O75038
709,PLCH2,"['pail4p_hs_18_0_18_1_c', 'h_c', 'dag_hs_18_0_18_1_c', 'mi14p_c', 'h2o_c']",PI4PLC_18_0_18_1,platelet metabolism,O75038
710,PLCH2,"['h2o_c', 'h_c', 'dag_hs_18_0_18_1_c', 'pail_hs_18_0_18_1_c', 'mi1p__D_c']",PIPLC_18_0_18_1,platelet metabolism,O75038
711,PLCH2,"['dag_hs_18_0_18_0_c', 'h2o_c', 'pail45p_hs_18_0_18_0_c', 'h_c', 'mi145p_c']",PI45PLC_18_0_18_0,platelet metabolism,O75038
712,PLCH2,"['h2o_c', 'h_c', 'dag_hs_18_0_18_0_c', 'mi14p_c', 'pail4p_hs_18_0_18_0_c']",PI4PLC_18_0_18_0,platelet metabolism,O75038
713,PLCH2,"['h2o_c', 'h_c', 'dag_hs_18_0_18_0_c', 'mi1p__D_c', 'pail_hs_18_0_18_0_c']",PIPLC_18_0_18_0,platelet metabolism,O75038
714,PLCH2,"['h2o_c', 'pail45p_hs_16_0_20_4_c', 'dag_hs_16_0_20_4_c', 'h_c', 'mi145p_c']",PI45PLC_16_0_20_4,platelet metabolism,O75038
715,PLCH2,"['h2o_c', 'h_c', 'dag_hs_16_0_20_4_c', 'mi14p_c', 'pail4p_hs_16_0_20_4_c']",PI4PLC_16_0_20_4,platelet metabolism,O75038
716,PLCH2,"['h2o_c', 'h_c', 'dag_hs_16_0_20_4_c', 'mi1p__D_c', 'pail_hs_16_0_20_4_c']",PIPLC_16_0_20_4,platelet metabolism,O75038
717,PLCH2,"['h2o_c', 'pail45p_hs_16_0_18_2_c', 'mi145p_c', 'h_c', 'dag_hs_16_0_18_2_c']",PI45PLC_16_0_18_2,platelet metabolism,O75038
718,PLCH2,"['h2o_c', 'h_c', 'pail4p_hs_16_0_18_2_c', 'mi14p_c', 'dag_hs_16_0_18_2_c']",PI4PLC_16_0_18_2,platelet metabolism,O75038
719,PLCH2,"['h2o_c', 'h_c', 'pail_hs_16_0_18_2_c', 'mi1p__D_c', 'dag_hs_16_0_18_2_c']",PIPLC_16_0_18_2,platelet metabolism,O75038
720,PLCH2,"['pail45p_hs_16_0_18_1_c', 'dag_hs_16_0_18_1_c', 'mi145p_c', 'h_c', 'h2o_c']",PI45PLC_16_0_18_1,platelet metabolism,O75038
721,PLCH2,"['pail4p_hs_16_0_18_1_c', 'dag_hs_16_0_18_1_c', 'mi14p_c', 'h_c', 'h2o_c']",PI4PLC_16_0_18_1,platelet metabolism,O75038
722,PLCH2,"['dag_hs_16_0_18_1_c', 'pail_hs_16_0_18_1_c', 'mi1p__D_c', 'h_c', 'h2o_c']",PIPLC_16_0_18_1,platelet metabolism,O75038
723,PLCH2,"['h2o_c', 'dag_hs_16_0_18_0_c', 'mi145p_c', 'h_c', 'pail45p_hs_16_0_18_0_c']",PI45PLC_16_0_18_0,platelet metabolism,O75038
724,PLCH2,"['h2o_c', 'mi145p_c', 'dag_hs_20_4_20_4_c', 'h_c', 'pail45p_hs_20_4_20_4_c']",PI45PLC_20_4_20_4,platelet metabolism,O75038
725,PLCH2,"['h2o_c', 'h_c', 'dag_hs_20_4_20_4_c', 'mi14p_c', 'pail4p_hs_20_4_20_4_c']",PI4PLC_20_4_20_4,platelet metabolism,O75038
726,PLCH2,"['h2o_c', 'h_c', 'dag_hs_20_4_20_4_c', 'mi1p__D_c', 'pail_hs_20_4_20_4_c']",PIPLC_20_4_20_4,platelet metabolism,O75038
727,PLCH2,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail45p_hs_18_2_20_4_c', 'h_c', 'mi145p_c']",PI45PLC_18_2_20_4,platelet metabolism,O75038
728,PLCH2,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail4p_hs_18_2_20_4_c', 'h_c', 'mi14p_c']",PI4PLC_18_2_20_4,platelet metabolism,O75038
729,PLCH2,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail_hs_18_2_20_4_c', 'h_c', 'mi1p__D_c']",PIPLC_18_2_20_4,platelet metabolism,O75038
730,PLCH2,"['h2o_c', 'h_c', 'pail4p_hs_16_0_18_0_c', 'mi14p_c', 'dag_hs_16_0_18_0_c']",PI4PLC_16_0_18_0,platelet metabolism,O75038
731,PLCH2,"['pail_hs_16_0_18_0_c', 'dag_hs_16_0_18_0_c', 'mi1p__D_c', 'h_c', 'h2o_c']",PIPLC_16_0_18_0,platelet metabolism,O75038
732,PLCH2,"['h2o_c', 'dag_hs_16_0_16_0_c', 'mi145p_c', 'h_c', 'pail45p_hs_16_0_16_0_c']",PI45PLC_16_0_16_0,platelet metabolism,O75038
733,PLCH2,"['h2o_c', 'h_c', 'pail4p_hs_16_0_16_0_c', 'mi14p_c', 'dag_hs_16_0_16_0_c']",PI4PLC_16_0_16_0,platelet metabolism,O75038
734,PLCH2,"['h2o_c', 'h_c', 'mi1p__D_c', 'pail_hs_16_0_16_0_c', 'dag_hs_16_0_16_0_c']",PIPLC_16_0_16_0,platelet metabolism,O75038
735,PLCD1,"['h2o_c', 'pail45p_hs_18_2_18_2_c', 'mi145p_c', 'h_c', 'dag_hs_18_2_18_2_c']",PI45PLC_18_2_18_2,platelet metabolism,P51178
736,PLCD1,"['h2o_c', 'dag_hs_18_2_18_2_c', 'mi14p_c', 'h_c', 'pail4p_hs_18_2_18_2_c']",PI4PLC_18_2_18_2,platelet metabolism,P51178
737,PLCD1,"['h2o_c', 'dag_hs_18_2_18_2_c', 'mi1p__D_c', 'h_c', 'pail_hs_18_2_18_2_c']",PIPLC_18_2_18_2,platelet metabolism,P51178
738,PLCD1,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_20_4_c', 'h_c', 'pail45p_hs_18_1_20_4_c']",PI45PLC_18_1_20_4,platelet metabolism,P51178
739,PLCD1,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail4p_hs_18_1_20_4_c', 'mi14p_c']",PI4PLC_18_1_20_4,platelet metabolism,P51178
740,PLCD1,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail_hs_18_1_20_4_c', 'mi1p__D_c']",PIPLC_18_1_20_4,platelet metabolism,P51178
741,PLCD1,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_18_2_c', 'h_c', 'pail45p_hs_18_1_18_2_c']",PI45PLC_18_1_18_2,platelet metabolism,P51178
742,PLCD1,"['h2o_c', 'h_c', 'pail4p_hs_18_1_18_2_c', 'mi14p_c', 'dag_hs_18_1_18_2_c']",PI4PLC_18_1_18_2,platelet metabolism,P51178
743,PLCD1,"['h2o_c', 'h_c', 'dag_hs_18_1_18_2_c', 'mi1p__D_c', 'pail_hs_18_1_18_2_c']",PIPLC_18_1_18_2,platelet metabolism,P51178
744,PLCD1,"['pail45p_hs_18_1_18_1_c', 'h2o_c', 'dag_hs_18_1_18_1_c', 'h_c', 'mi145p_c']",PI45PLC_18_1_18_1,platelet metabolism,P51178
745,PLCD1,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi14p_c', 'pail4p_hs_18_1_18_1_c']",PI4PLC_18_1_18_1,platelet metabolism,P51178
746,PLCD1,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi1p__D_c', 'pail_hs_18_1_18_1_c']",PIPLC_18_1_18_1,platelet metabolism,P51178
747,PLCD1,"['h2o_c', 'mi145p_c', 'pail45p_hs_18_0_20_4_c', 'h_c', 'dag_hs_18_0_20_4_c']",PI45PLC_18_0_20_4,platelet metabolism,P51178
748,PLCD1,"['h2o_c', 'h_c', 'pail4p_hs_18_0_20_4_c', 'mi14p_c', 'dag_hs_18_0_20_4_c']",PI4PLC_18_0_20_4,platelet metabolism,P51178
749,PLCD1,"['h2o_c', 'pail_hs_18_0_20_4_c', 'mi1p__D_c', 'h_c', 'dag_hs_18_0_20_4_c']",PIPLC_18_0_20_4,platelet metabolism,P51178
750,PLCD1,"['h2o_c', 'h_c', 'mi145p_c', 'pail45p_hs_18_0_18_2_c', 'dag_hs_18_0_18_2_c']",PI45PLC_18_0_18_2,platelet metabolism,P51178
751,PLCD1,"['pail4p_hs_18_0_18_2_c', 'h_c', 'mi14p_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",PI4PLC_18_0_18_2,platelet metabolism,P51178
752,PLCD1,"['pail_hs_18_0_18_2_c', 'h_c', 'mi1p__D_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",PIPLC_18_0_18_2,platelet metabolism,P51178
753,PLCD1,"['h2o_c', 'mi145p_c', 'pail45p_hs_18_0_18_1_c', 'h_c', 'dag_hs_18_0_18_1_c']",PI45PLC_18_0_18_1,platelet metabolism,P51178
754,PLCD1,"['pail4p_hs_18_0_18_1_c', 'h_c', 'dag_hs_18_0_18_1_c', 'mi14p_c', 'h2o_c']",PI4PLC_18_0_18_1,platelet metabolism,P51178
755,PLCD1,"['h2o_c', 'h_c', 'dag_hs_18_0_18_1_c', 'pail_hs_18_0_18_1_c', 'mi1p__D_c']",PIPLC_18_0_18_1,platelet metabolism,P51178
756,PLCD1,"['dag_hs_18_0_18_0_c', 'h2o_c', 'pail45p_hs_18_0_18_0_c', 'h_c', 'mi145p_c']",PI45PLC_18_0_18_0,platelet metabolism,P51178
757,PLCD1,"['h2o_c', 'h_c', 'dag_hs_18_0_18_0_c', 'mi14p_c', 'pail4p_hs_18_0_18_0_c']",PI4PLC_18_0_18_0,platelet metabolism,P51178
758,PLCD1,"['h2o_c', 'h_c', 'dag_hs_18_0_18_0_c', 'mi1p__D_c', 'pail_hs_18_0_18_0_c']",PIPLC_18_0_18_0,platelet metabolism,P51178
759,PLCD1,"['h2o_c', 'pail45p_hs_16_0_20_4_c', 'dag_hs_16_0_20_4_c', 'h_c', 'mi145p_c']",PI45PLC_16_0_20_4,platelet metabolism,P51178
760,PLCD1,"['h2o_c', 'h_c', 'dag_hs_16_0_20_4_c', 'mi14p_c', 'pail4p_hs_16_0_20_4_c']",PI4PLC_16_0_20_4,platelet metabolism,P51178
761,PLCD1,"['h2o_c', 'h_c', 'dag_hs_16_0_20_4_c', 'mi1p__D_c', 'pail_hs_16_0_20_4_c']",PIPLC_16_0_20_4,platelet metabolism,P51178
762,PLCD1,"['h2o_c', 'pail45p_hs_16_0_18_2_c', 'mi145p_c', 'h_c', 'dag_hs_16_0_18_2_c']",PI45PLC_16_0_18_2,platelet metabolism,P51178
763,PLCD1,"['h2o_c', 'h_c', 'pail4p_hs_16_0_18_2_c', 'mi14p_c', 'dag_hs_16_0_18_2_c']",PI4PLC_16_0_18_2,platelet metabolism,P51178
764,PLCD1,"['h2o_c', 'h_c', 'pail_hs_16_0_18_2_c', 'mi1p__D_c', 'dag_hs_16_0_18_2_c']",PIPLC_16_0_18_2,platelet metabolism,P51178
765,PLCD1,"['pail45p_hs_16_0_18_1_c', 'dag_hs_16_0_18_1_c', 'mi145p_c', 'h_c', 'h2o_c']",PI45PLC_16_0_18_1,platelet metabolism,P51178
766,PLCD1,"['pail4p_hs_16_0_18_1_c', 'dag_hs_16_0_18_1_c', 'mi14p_c', 'h_c', 'h2o_c']",PI4PLC_16_0_18_1,platelet metabolism,P51178
767,PLCD1,"['dag_hs_16_0_18_1_c', 'pail_hs_16_0_18_1_c', 'mi1p__D_c', 'h_c', 'h2o_c']",PIPLC_16_0_18_1,platelet metabolism,P51178
768,PLCD1,"['h2o_c', 'dag_hs_16_0_18_0_c', 'mi145p_c', 'h_c', 'pail45p_hs_16_0_18_0_c']",PI45PLC_16_0_18_0,platelet metabolism,P51178
769,PLCD1,"['h2o_c', 'mi145p_c', 'dag_hs_20_4_20_4_c', 'h_c', 'pail45p_hs_20_4_20_4_c']",PI45PLC_20_4_20_4,platelet metabolism,P51178
770,PLCD1,"['h2o_c', 'h_c', 'dag_hs_20_4_20_4_c', 'mi14p_c', 'pail4p_hs_20_4_20_4_c']",PI4PLC_20_4_20_4,platelet metabolism,P51178
771,PLCD1,"['h2o_c', 'h_c', 'dag_hs_20_4_20_4_c', 'mi1p__D_c', 'pail_hs_20_4_20_4_c']",PIPLC_20_4_20_4,platelet metabolism,P51178
772,PLCD1,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail45p_hs_18_2_20_4_c', 'h_c', 'mi145p_c']",PI45PLC_18_2_20_4,platelet metabolism,P51178
773,PLCD1,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail4p_hs_18_2_20_4_c', 'h_c', 'mi14p_c']",PI4PLC_18_2_20_4,platelet metabolism,P51178
774,PLCD1,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail_hs_18_2_20_4_c', 'h_c', 'mi1p__D_c']",PIPLC_18_2_20_4,platelet metabolism,P51178
775,PLCD1,"['h2o_c', 'h_c', 'pail4p_hs_16_0_18_0_c', 'mi14p_c', 'dag_hs_16_0_18_0_c']",PI4PLC_16_0_18_0,platelet metabolism,P51178
776,PLCD1,"['pail_hs_16_0_18_0_c', 'dag_hs_16_0_18_0_c', 'mi1p__D_c', 'h_c', 'h2o_c']",PIPLC_16_0_18_0,platelet metabolism,P51178
777,PLCD1,"['h2o_c', 'dag_hs_16_0_16_0_c', 'mi145p_c', 'h_c', 'pail45p_hs_16_0_16_0_c']",PI45PLC_16_0_16_0,platelet metabolism,P51178
778,PLCD1,"['h2o_c', 'h_c', 'pail4p_hs_16_0_16_0_c', 'mi14p_c', 'dag_hs_16_0_16_0_c']",PI4PLC_16_0_16_0,platelet metabolism,P51178
779,PLCD1,"['h2o_c', 'h_c', 'mi1p__D_c', 'pail_hs_16_0_16_0_c', 'dag_hs_16_0_16_0_c']",PIPLC_16_0_16_0,platelet metabolism,P51178
780,PLCE1,"['h2o_c', 'pail45p_hs_18_2_18_2_c', 'mi145p_c', 'h_c', 'dag_hs_18_2_18_2_c']",PI45PLC_18_2_18_2,platelet metabolism,Q9P212
781,PLCE1,"['h2o_c', 'dag_hs_18_2_18_2_c', 'mi14p_c', 'h_c', 'pail4p_hs_18_2_18_2_c']",PI4PLC_18_2_18_2,platelet metabolism,Q9P212
782,PLCE1,"['h2o_c', 'dag_hs_18_2_18_2_c', 'mi1p__D_c', 'h_c', 'pail_hs_18_2_18_2_c']",PIPLC_18_2_18_2,platelet metabolism,Q9P212
783,PLCE1,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_20_4_c', 'h_c', 'pail45p_hs_18_1_20_4_c']",PI45PLC_18_1_20_4,platelet metabolism,Q9P212
784,PLCE1,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail4p_hs_18_1_20_4_c', 'mi14p_c']",PI4PLC_18_1_20_4,platelet metabolism,Q9P212
785,PLCE1,"['h2o_c', 'h_c', 'dag_hs_18_1_20_4_c', 'pail_hs_18_1_20_4_c', 'mi1p__D_c']",PIPLC_18_1_20_4,platelet metabolism,Q9P212
786,PLCE1,"['h2o_c', 'mi145p_c', 'dag_hs_18_1_18_2_c', 'h_c', 'pail45p_hs_18_1_18_2_c']",PI45PLC_18_1_18_2,platelet metabolism,Q9P212
787,PLCE1,"['h2o_c', 'h_c', 'pail4p_hs_18_1_18_2_c', 'mi14p_c', 'dag_hs_18_1_18_2_c']",PI4PLC_18_1_18_2,platelet metabolism,Q9P212
788,PLCE1,"['h2o_c', 'h_c', 'dag_hs_18_1_18_2_c', 'mi1p__D_c', 'pail_hs_18_1_18_2_c']",PIPLC_18_1_18_2,platelet metabolism,Q9P212
789,PLCE1,"['pail45p_hs_18_1_18_1_c', 'h2o_c', 'dag_hs_18_1_18_1_c', 'h_c', 'mi145p_c']",PI45PLC_18_1_18_1,platelet metabolism,Q9P212
790,PLCE1,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi14p_c', 'pail4p_hs_18_1_18_1_c']",PI4PLC_18_1_18_1,platelet metabolism,Q9P212
791,PLCE1,"['h2o_c', 'h_c', 'dag_hs_18_1_18_1_c', 'mi1p__D_c', 'pail_hs_18_1_18_1_c']",PIPLC_18_1_18_1,platelet metabolism,Q9P212
792,PLCE1,"['h2o_c', 'mi145p_c', 'pail45p_hs_18_0_20_4_c', 'h_c', 'dag_hs_18_0_20_4_c']",PI45PLC_18_0_20_4,platelet metabolism,Q9P212
793,PLCE1,"['h2o_c', 'h_c', 'pail4p_hs_18_0_20_4_c', 'mi14p_c', 'dag_hs_18_0_20_4_c']",PI4PLC_18_0_20_4,platelet metabolism,Q9P212
794,PLCE1,"['h2o_c', 'pail_hs_18_0_20_4_c', 'mi1p__D_c', 'h_c', 'dag_hs_18_0_20_4_c']",PIPLC_18_0_20_4,platelet metabolism,Q9P212
795,PLCE1,"['h2o_c', 'h_c', 'mi145p_c', 'pail45p_hs_18_0_18_2_c', 'dag_hs_18_0_18_2_c']",PI45PLC_18_0_18_2,platelet metabolism,Q9P212
796,PLCE1,"['pail4p_hs_18_0_18_2_c', 'h_c', 'mi14p_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",PI4PLC_18_0_18_2,platelet metabolism,Q9P212
797,PLCE1,"['pail_hs_18_0_18_2_c', 'h_c', 'mi1p__D_c', 'dag_hs_18_0_18_2_c', 'h2o_c']",PIPLC_18_0_18_2,platelet metabolism,Q9P212
798,PLCE1,"['h2o_c', 'mi145p_c', 'pail45p_hs_18_0_18_1_c', 'h_c', 'dag_hs_18_0_18_1_c']",PI45PLC_18_0_18_1,platelet metabolism,Q9P212
799,PLCE1,"['pail4p_hs_18_0_18_1_c', 'h_c', 'dag_hs_18_0_18_1_c', 'mi14p_c', 'h2o_c']",PI4PLC_18_0_18_1,platelet metabolism,Q9P212
800,PLCE1,"['h2o_c', 'h_c', 'dag_hs_18_0_18_1_c', 'pail_hs_18_0_18_1_c', 'mi1p__D_c']",PIPLC_18_0_18_1,platelet metabolism,Q9P212
801,PLCE1,"['dag_hs_18_0_18_0_c', 'h2o_c', 'pail45p_hs_18_0_18_0_c', 'h_c', 'mi145p_c']",PI45PLC_18_0_18_0,platelet metabolism,Q9P212
802,PLCE1,"['h2o_c', 'h_c', 'dag_hs_18_0_18_0_c', 'mi14p_c', 'pail4p_hs_18_0_18_0_c']",PI4PLC_18_0_18_0,platelet metabolism,Q9P212
803,PLCE1,"['h2o_c', 'h_c', 'dag_hs_18_0_18_0_c', 'mi1p__D_c', 'pail_hs_18_0_18_0_c']",PIPLC_18_0_18_0,platelet metabolism,Q9P212
804,PLCE1,"['h2o_c', 'pail45p_hs_16_0_20_4_c', 'dag_hs_16_0_20_4_c', 'h_c', 'mi145p_c']",PI45PLC_16_0_20_4,platelet metabolism,Q9P212
805,PLCE1,"['h2o_c', 'h_c', 'dag_hs_16_0_20_4_c', 'mi14p_c', 'pail4p_hs_16_0_20_4_c']",PI4PLC_16_0_20_4,platelet metabolism,Q9P212
806,PLCE1,"['h2o_c', 'h_c', 'dag_hs_16_0_20_4_c', 'mi1p__D_c', 'pail_hs_16_0_20_4_c']",PIPLC_16_0_20_4,platelet metabolism,Q9P212
807,PLCE1,"['h2o_c', 'pail45p_hs_16_0_18_2_c', 'mi145p_c', 'h_c', 'dag_hs_16_0_18_2_c']",PI45PLC_16_0_18_2,platelet metabolism,Q9P212
808,PLCE1,"['h2o_c', 'h_c', 'pail4p_hs_16_0_18_2_c', 'mi14p_c', 'dag_hs_16_0_18_2_c']",PI4PLC_16_0_18_2,platelet metabolism,Q9P212
809,PLCE1,"['h2o_c', 'h_c', 'pail_hs_16_0_18_2_c', 'mi1p__D_c', 'dag_hs_16_0_18_2_c']",PIPLC_16_0_18_2,platelet metabolism,Q9P212
810,PLCE1,"['pail45p_hs_16_0_18_1_c', 'dag_hs_16_0_18_1_c', 'mi145p_c', 'h_c', 'h2o_c']",PI45PLC_16_0_18_1,platelet metabolism,Q9P212
811,PLCE1,"['pail4p_hs_16_0_18_1_c', 'dag_hs_16_0_18_1_c', 'mi14p_c', 'h_c', 'h2o_c']",PI4PLC_16_0_18_1,platelet metabolism,Q9P212
812,PLCE1,"['dag_hs_16_0_18_1_c', 'pail_hs_16_0_18_1_c', 'mi1p__D_c', 'h_c', 'h2o_c']",PIPLC_16_0_18_1,platelet metabolism,Q9P212
813,PLCE1,"['h2o_c', 'dag_hs_16_0_18_0_c', 'mi145p_c', 'h_c', 'pail45p_hs_16_0_18_0_c']",PI45PLC_16_0_18_0,platelet metabolism,Q9P212
814,PLCE1,"['h2o_c', 'mi145p_c', 'dag_hs_20_4_20_4_c', 'h_c', 'pail45p_hs_20_4_20_4_c']",PI45PLC_20_4_20_4,platelet metabolism,Q9P212
815,PLCE1,"['h2o_c', 'h_c', 'dag_hs_20_4_20_4_c', 'mi14p_c', 'pail4p_hs_20_4_20_4_c']",PI4PLC_20_4_20_4,platelet metabolism,Q9P212
816,PLCE1,"['h2o_c', 'h_c', 'dag_hs_20_4_20_4_c', 'mi1p__D_c', 'pail_hs_20_4_20_4_c']",PIPLC_20_4_20_4,platelet metabolism,Q9P212
817,PLCE1,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail45p_hs_18_2_20_4_c', 'h_c', 'mi145p_c']",PI45PLC_18_2_20_4,platelet metabolism,Q9P212
818,PLCE1,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail4p_hs_18_2_20_4_c', 'h_c', 'mi14p_c']",PI4PLC_18_2_20_4,platelet metabolism,Q9P212
819,PLCE1,"['dag_hs_18_2_20_4_c', 'h2o_c', 'pail_hs_18_2_20_4_c', 'h_c', 'mi1p__D_c']",PIPLC_18_2_20_4,platelet metabolism,Q9P212
820,PLCE1,"['h2o_c', 'h_c', 'pail4p_hs_16_0_18_0_c', 'mi14p_c', 'dag_hs_16_0_18_0_c']",PI4PLC_16_0_18_0,platelet metabolism,Q9P212
821,PLCE1,"['pail_hs_16_0_18_0_c', 'dag_hs_16_0_18_0_c', 'mi1p__D_c', 'h_c', 'h2o_c']",PIPLC_16_0_18_0,platelet metabolism,Q9P212
822,PLCE1,"['h2o_c', 'dag_hs_16_0_16_0_c', 'mi145p_c', 'h_c', 'pail45p_hs_16_0_16_0_c']",PI45PLC_16_0_16_0,platelet metabolism,Q9P212
823,PLCE1,"['h2o_c', 'h_c', 'pail4p_hs_16_0_16_0_c', 'mi14p_c', 'dag_hs_16_0_16_0_c']",PI4PLC_16_0_16_0,platelet metabolism,Q9P212
824,PLCE1,"['h2o_c', 'h_c', 'mi1p__D_c', 'pail_hs_16_0_16_0_c', 'dag_hs_16_0_16_0_c']",PIPLC_16_0_16_0,platelet metabolism,Q9P212
825,PTEN,"['h2o_c', 'pail45p_hs_18_2_18_2_c', 'pail345p_hs_18_2_18_2_c', 'pi_c']",PI345P3P_18_2_18_2,platelet metabolism,P60484
826,PTEN,"['h2o_c', 'pail45p_hs_18_1_20_4_c', 'pi_c', 'pail345p_hs_18_1_20_4_c']",PI345P3P_18_1_20_4,platelet metabolism,P60484
827,PTEN,"['h2o_c', 'pail45p_hs_18_1_18_2_c', 'pail345p_hs_18_1_18_2_c', 'pi_c']",PI345P3P_18_1_18_2,platelet metabolism,P60484
828,PTEN,"['pail45p_hs_18_1_18_1_c', 'h2o_c', 'pi_c', 'pail345p_hs_18_1_18_1_c']",PI345P3P_18_1_18_1,platelet metabolism,P60484
829,PTEN,"['h2o_c', 'pail45p_hs_18_0_20_4_c', 'pi_c', 'pail345p_hs_18_0_20_4_c']",PI345P3P_18_0_20_4,platelet metabolism,P60484
830,PTEN,"['pail345p_hs_18_0_18_2_c', 'pi_c', 'pail45p_hs_18_0_18_2_c', 'h2o_c']",PI345P3P_18_0_18_2,platelet metabolism,P60484
